id,SSID,MAC,RSSI,Time,Location
15349,CSDC2_5157_5G,58:86:94:ea:f7:4c,-68,2025-04-10 17:45:19,hall_toilet_5_1_1
15350,DGU-WIFI,26:3f:0b:e2:65:ea,-68,2025-04-10 17:45:19,hall_toilet_5_1_1
15351,DGU-GUEST,2a:3f:0b:e2:65:ea,-68,2025-04-10 17:45:19,hall_toilet_5_1_1
15352,DGU-IoT,22:3f:0b:e2:65:ea,-68,2025-04-10 17:45:19,hall_toilet_5_1_1
15353,DGU-GUEST,2a:3f:0b:e2:63:fb,-69,2025-04-10 17:45:19,hall_toilet_5_1_1
15354,DGU-WIFI,26:3f:0b:e2:63:fb,-69,2025-04-10 17:45:19,hall_toilet_5_1_1
15355,DGU-IoT,22:3f:0b:e2:63:fb,-69,2025-04-10 17:45:19,hall_toilet_5_1_1
15356,PLASS_Wifi_5G,58:11:22:67:a0:84,-70,2025-04-10 17:45:19,hall_toilet_5_1_1
15357,eduroam,36:3f:0b:e2:63:fb,-70,2025-04-10 17:45:19,hall_toilet_5_1_1
15358,,2e:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15359,DGU-GUEST,2a:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15360,DGU-WIFI,26:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15361,DGU-IoT,22:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15362,eduroam,36:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15363,,12:3f:1b:59:2d:a4,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15364,DGU-GUEST,2a:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15365,DGU-WIFI,26:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15366,DGU-IoT,22:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15367,eduroam,36:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15368,,2e:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15369,,12:3f:1b:59:2e:60,-72,2025-04-10 17:45:19,hall_toilet_5_1_1
15370,CG51055G,88:36:6c:0c:b6:4c,-73,2025-04-10 17:45:19,hall_toilet_5_1_1
15371,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-76,2025-04-10 17:45:19,hall_toilet_5_1_1
15372,CNWLab_5G,70:5d:cc:39:67:e4,-76,2025-04-10 17:45:19,hall_toilet_5_1_1
15373,SVM5132,70:5d:cc:1d:b2:a8,-77,2025-04-10 17:45:19,hall_toilet_5_1_1
15374,kwon5G,5a:86:94:46:3d:88,-84,2025-04-10 17:45:19,hall_toilet_5_1_1
15375,hri51255G,5a:86:94:4e:cb:00,-87,2025-04-10 17:45:19,hall_toilet_5_1_1
15376,iptime5G,70:5d:cc:60:cd:b2,-88,2025-04-10 17:45:19,hall_toilet_5_1_1
15377,DGU-GUEST,2a:3f:0b:e2:67:10,-37,2025-04-10 17:45:25,hall_toilet_5_1_1
15378,DGU-WIFI,26:3f:0b:e2:67:10,-37,2025-04-10 17:45:25,hall_toilet_5_1_1
15379,DGU-IoT,22:3f:0b:e2:67:10,-37,2025-04-10 17:45:25,hall_toilet_5_1_1
15380,eduroam,36:3f:0b:e2:67:10,-37,2025-04-10 17:45:25,hall_toilet_5_1_1
15381,CBLAB,88:36:6c:42:04:34,-42,2025-04-10 17:45:25,hall_toilet_5_1_1
15382,DGU-GUEST,2a:3f:0b:e2:65:79,-47,2025-04-10 17:45:25,hall_toilet_5_1_1
15383,DGU-WIFI,26:3f:0b:e2:65:79,-47,2025-04-10 17:45:25,hall_toilet_5_1_1
15384,DGU-IoT,22:3f:0b:e2:65:79,-47,2025-04-10 17:45:25,hall_toilet_5_1_1
15385,eduroam,36:3f:0b:e2:65:79,-47,2025-04-10 17:45:25,hall_toilet_5_1_1
15386,,2c:3f:0b:e2:65:79,-47,2025-04-10 17:45:25,hall_toilet_5_1_1
15387,DGU-GUEST,2a:3f:1b:e2:65:79,-51,2025-04-10 17:45:25,hall_toilet_5_1_1
15388,DGU-IoT,22:3f:1b:e2:65:79,-51,2025-04-10 17:45:25,hall_toilet_5_1_1
15389,eduroam,36:3f:1b:e2:65:79,-51,2025-04-10 17:45:25,hall_toilet_5_1_1
15390,DGU-WIFI,26:3f:1b:e2:65:79,-51,2025-04-10 17:45:25,hall_toilet_5_1_1
15391,DGU_5112,70:5d:cc:0e:4f:04,-53,2025-04-10 17:45:25,hall_toilet_5_1_1
15392,DGU-GUEST,2a:3f:0b:59:2e:60,-55,2025-04-10 17:45:25,hall_toilet_5_1_1
15393,DGU-WIFI,26:3f:0b:59:2e:60,-55,2025-04-10 17:45:25,hall_toilet_5_1_1
15394,DGU-IoT,22:3f:0b:59:2e:60,-55,2025-04-10 17:45:25,hall_toilet_5_1_1
15395,eduroam,36:3f:0b:59:2e:60,-55,2025-04-10 17:45:25,hall_toilet_5_1_1
15396,CBLAB_5G,88:36:6c:42:04:36,-57,2025-04-10 17:45:25,hall_toilet_5_1_1
15397,iptime5130,58:86:94:ae:06:de,-57,2025-04-10 17:45:25,hall_toilet_5_1_1
15398,DIRECT-BTC1860 Series,86:25:19:a4:44:8b,-59,2025-04-10 17:45:25,hall_toilet_5_1_1
15399,HRILAB,58:86:94:16:4a:a8,-59,2025-04-10 17:45:25,hall_toilet_5_1_1
15400,,12:3f:0b:e2:65:79,-61,2025-04-10 17:45:25,hall_toilet_5_1_1
15401,PLASS_Wifi,58:11:22:67:a0:80,-63,2025-04-10 17:45:25,hall_toilet_5_1_1
15402,eduroam,36:3f:0b:e2:65:ea,-65,2025-04-10 17:45:25,hall_toilet_5_1_1
15403,,12:3f:1b:59:2e:60,-66,2025-04-10 17:45:25,hall_toilet_5_1_1
15404,DGU-WIFI,26:3f:0b:e2:65:ea,-66,2025-04-10 17:45:25,hall_toilet_5_1_1
15405,DGU-IoT,22:3f:0b:e2:65:ea,-66,2025-04-10 17:45:25,hall_toilet_5_1_1
15406,DGU-GUEST,2a:3f:1b:59:2e:60,-67,2025-04-10 17:45:25,hall_toilet_5_1_1
15407,DGU-WIFI,26:3f:1b:59:2e:60,-67,2025-04-10 17:45:25,hall_toilet_5_1_1
15408,DGU-IoT,22:3f:1b:59:2e:60,-67,2025-04-10 17:45:25,hall_toilet_5_1_1
15409,eduroam,36:3f:1b:59:2e:60,-67,2025-04-10 17:45:25,hall_toilet_5_1_1
15410,,2e:3f:1b:59:2e:60,-67,2025-04-10 17:45:25,hall_toilet_5_1_1
15411,CSDC2_5157_5G,58:86:94:ea:f7:4c,-68,2025-04-10 17:45:25,hall_toilet_5_1_1
15412,iptime5130_5G,58:86:94:ae:06:df,-68,2025-04-10 17:45:25,hall_toilet_5_1_1
15413,,12:3f:0b:e2:65:ea,-69,2025-04-10 17:45:25,hall_toilet_5_1_1
15414,eduroam,36:3f:0b:e2:63:fb,-70,2025-04-10 17:45:25,hall_toilet_5_1_1
15415,DGU-GUEST,2a:3f:0b:e2:63:fb,-71,2025-04-10 17:45:25,hall_toilet_5_1_1
15416,DGU-WIFI,26:3f:0b:e2:63:fb,-71,2025-04-10 17:45:25,hall_toilet_5_1_1
15417,DGU-IoT,22:3f:0b:e2:63:fb,-71,2025-04-10 17:45:25,hall_toilet_5_1_1
15418,,16:11:32:7c:45:c8,-72,2025-04-10 17:45:25,hall_toilet_5_1_1
15419,,2e:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15420,DGU-GUEST,2a:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15421,DGU-WIFI,26:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15422,DGU-IoT,22:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15423,eduroam,36:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15424,,12:3f:1b:59:2d:a4,-75,2025-04-10 17:45:25,hall_toilet_5_1_1
15425,CNWLab_5G,70:5d:cc:39:67:e4,-77,2025-04-10 17:45:25,hall_toilet_5_1_1
15426,SVM5132,70:5d:cc:1d:b2:a8,-77,2025-04-10 17:45:25,hall_toilet_5_1_1
15427,HRILAB5G,5a:86:94:46:4a:a8,-77,2025-04-10 17:45:25,hall_toilet_5_1_1
15428,MME-5159,00:11:32:7c:45:c9,-79,2025-04-10 17:45:25,hall_toilet_5_1_1
15429,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-82,2025-04-10 17:45:25,hall_toilet_5_1_1
15430,kwon5G,5a:86:94:46:3d:88,-86,2025-04-10 17:45:25,hall_toilet_5_1_1
15431,,12:3f:1b:59:2e:7f,-88,2025-04-10 17:45:25,hall_toilet_5_1_1
15432,DGU-GUEST,2a:3f:0b:e2:67:10,-41,2025-04-10 17:45:31,hall_toilet_5_1_1
15433,DGU-WIFI,26:3f:0b:e2:67:10,-41,2025-04-10 17:45:31,hall_toilet_5_1_1
15434,DGU-IoT,22:3f:0b:e2:67:10,-41,2025-04-10 17:45:31,hall_toilet_5_1_1
15435,eduroam,36:3f:0b:e2:67:10,-41,2025-04-10 17:45:31,hall_toilet_5_1_1
15436,CBLAB,88:36:6c:42:04:34,-45,2025-04-10 17:45:31,hall_toilet_5_1_1
15437,DGU-GUEST,2a:3f:0b:e2:65:79,-47,2025-04-10 17:45:31,hall_toilet_5_1_1
15438,DGU-WIFI,26:3f:0b:e2:65:79,-47,2025-04-10 17:45:31,hall_toilet_5_1_1
15439,DGU-IoT,22:3f:0b:e2:65:79,-47,2025-04-10 17:45:31,hall_toilet_5_1_1
15440,eduroam,36:3f:0b:e2:65:79,-47,2025-04-10 17:45:31,hall_toilet_5_1_1
15441,,2c:3f:0b:e2:65:79,-47,2025-04-10 17:45:31,hall_toilet_5_1_1
15442,DGU_5112,70:5d:cc:0e:4f:04,-49,2025-04-10 17:45:31,hall_toilet_5_1_1
15443,DGU-GUEST,2a:3f:1b:e2:65:79,-51,2025-04-10 17:45:31,hall_toilet_5_1_1
15444,DGU-IoT,22:3f:1b:e2:65:79,-52,2025-04-10 17:45:31,hall_toilet_5_1_1
15445,eduroam,36:3f:1b:e2:65:79,-52,2025-04-10 17:45:31,hall_toilet_5_1_1
15446,DGU-WIFI,26:3f:1b:e2:65:79,-52,2025-04-10 17:45:31,hall_toilet_5_1_1
15447,DGU-IoT,22:3f:0b:59:2e:60,-54,2025-04-10 17:45:31,hall_toilet_5_1_1
15448,eduroam,36:3f:0b:59:2e:60,-54,2025-04-10 17:45:31,hall_toilet_5_1_1
15449,DGU-GUEST,2a:3f:0b:59:2e:60,-55,2025-04-10 17:45:31,hall_toilet_5_1_1
15450,DGU-WIFI,26:3f:0b:59:2e:60,-55,2025-04-10 17:45:31,hall_toilet_5_1_1
15451,,12:3f:0b:e2:65:79,-55,2025-04-10 17:45:31,hall_toilet_5_1_1
15452,PLASS_Wifi,58:11:22:67:a0:80,-56,2025-04-10 17:45:31,hall_toilet_5_1_1
15453,HRILAB,58:86:94:16:4a:a8,-56,2025-04-10 17:45:31,hall_toilet_5_1_1
15454,CBLAB_5G,88:36:6c:42:04:36,-57,2025-04-10 17:45:31,hall_toilet_5_1_1
15455,CNWLab,70:5d:cc:39:67:e6,-58,2025-04-10 17:45:31,hall_toilet_5_1_1
15456,DIRECT-BTC1860 Series,86:25:19:a4:44:8b,-60,2025-04-10 17:45:31,hall_toilet_5_1_1
15457,DGU-IoT,22:3f:0b:59:2d:a4,-62,2025-04-10 17:45:31,hall_toilet_5_1_1
15458,eduroam,36:3f:0b:59:2d:a4,-62,2025-04-10 17:45:31,hall_toilet_5_1_1
15459,DGU-GUEST,2a:3f:0b:59:2d:a4,-62,2025-04-10 17:45:31,hall_toilet_5_1_1
15460,ktw,58:86:94:7e:ea:78,-64,2025-04-10 17:45:31,hall_toilet_5_1_1
15461,PLASS_Wifi_5G,58:11:22:67:a0:84,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15462,DGU-GUEST,2a:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15463,DGU-WIFI,26:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15464,DGU-IoT,22:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15465,eduroam,36:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15466,,2e:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15467,,12:3f:1b:59:2e:60,-65,2025-04-10 17:45:31,hall_toilet_5_1_1
15468,hri5125,58:86:94:7e:cb:00,-66,2025-04-10 17:45:31,hall_toilet_5_1_1
15469,eduroam,36:3f:0b:e2:65:ea,-67,2025-04-10 17:45:31,hall_toilet_5_1_1
15470,CSDC2_5157_5G,58:86:94:ea:f7:4c,-68,2025-04-10 17:45:31,hall_toilet_5_1_1
15471,iptime5130_5G,58:86:94:ae:06:df,-69,2025-04-10 17:45:31,hall_toilet_5_1_1
15472,CG51055G,88:36:6c:0c:b6:4c,-72,2025-04-10 17:45:31,hall_toilet_5_1_1
15473,DGU-WIFI,26:3f:1b:59:2d:a4,-74,2025-04-10 17:45:31,hall_toilet_5_1_1
15474,DGU-IoT,22:3f:1b:59:2d:a4,-74,2025-04-10 17:45:31,hall_toilet_5_1_1
15475,eduroam,36:3f:1b:59:2d:a4,-74,2025-04-10 17:45:31,hall_toilet_5_1_1
15476,,12:3f:1b:59:2d:a4,-74,2025-04-10 17:45:31,hall_toilet_5_1_1
15477,DGU_5112_5G,70:5d:cc:0e:4f:06,-74,2025-04-10 17:45:31,hall_toilet_5_1_1
15478,,2e:3f:1b:59:2d:a4,-75,2025-04-10 17:45:31,hall_toilet_5_1_1
15479,DGU-GUEST,2a:3f:1b:59:2d:a4,-75,2025-04-10 17:45:31,hall_toilet_5_1_1
15480,eduroam,36:3f:0b:59:2e:7f,-75,2025-04-10 17:45:31,hall_toilet_5_1_1
15481,,12:3f:0b:e2:65:f3,-76,2025-04-10 17:45:31,hall_toilet_5_1_1
15482,CNWLab_5G,70:5d:cc:39:67:e4,-77,2025-04-10 17:45:31,hall_toilet_5_1_1
15483,SVM5132,70:5d:cc:1d:b2:a8,-77,2025-04-10 17:45:31,hall_toilet_5_1_1
15484,,12:3f:1b:59:2e:7f,-83,2025-04-10 17:45:31,hall_toilet_5_1_1
15485,DGU-GUEST,2a:3f:1b:59:2e:7f,-84,2025-04-10 17:45:31,hall_toilet_5_1_1
15486,kwon5G,5a:86:94:46:3d:88,-86,2025-04-10 17:45:31,hall_toilet_5_1_1
15487,hri51255G,5a:86:94:4e:cb:00,-87,2025-04-10 17:45:31,hall_toilet_5_1_1
15488,DGU-GUEST,2a:3f:0b:e2:67:10,-36,2025-04-10 17:45:36,hall_toilet_5_1_1
15489,DGU-WIFI,26:3f:0b:e2:67:10,-36,2025-04-10 17:45:36,hall_toilet_5_1_1
15490,DGU-IoT,22:3f:0b:e2:67:10,-36,2025-04-10 17:45:36,hall_toilet_5_1_1
15491,eduroam,36:3f:0b:e2:67:10,-36,2025-04-10 17:45:36,hall_toilet_5_1_1
15492,CBLAB,88:36:6c:42:04:34,-41,2025-04-10 17:45:36,hall_toilet_5_1_1
15493,DGU-GUEST,2a:3f:0b:e2:65:79,-46,2025-04-10 17:45:36,hall_toilet_5_1_1
15494,DGU-WIFI,26:3f:0b:e2:65:79,-46,2025-04-10 17:45:36,hall_toilet_5_1_1
15495,DGU-IoT,22:3f:0b:e2:65:79,-46,2025-04-10 17:45:36,hall_toilet_5_1_1
15496,eduroam,36:3f:0b:e2:65:79,-46,2025-04-10 17:45:36,hall_toilet_5_1_1
15497,,2c:3f:0b:e2:65:79,-46,2025-04-10 17:45:36,hall_toilet_5_1_1
15498,DGU-GUEST,2a:3f:1b:e2:65:79,-51,2025-04-10 17:45:36,hall_toilet_5_1_1
15499,DGU-IoT,22:3f:1b:e2:65:79,-51,2025-04-10 17:45:36,hall_toilet_5_1_1
15500,eduroam,36:3f:1b:e2:65:79,-51,2025-04-10 17:45:36,hall_toilet_5_1_1
15501,DGU-WIFI,26:3f:1b:e2:65:79,-51,2025-04-10 17:45:36,hall_toilet_5_1_1
15502,DGU_5112,70:5d:cc:0e:4f:04,-53,2025-04-10 17:45:36,hall_toilet_5_1_1
15503,iptime5130,58:86:94:ae:06:de,-54,2025-04-10 17:45:36,hall_toilet_5_1_1
15504,DGU-IoT,22:3f:0b:59:2e:60,-56,2025-04-10 17:45:36,hall_toilet_5_1_1
15505,eduroam,36:3f:0b:59:2e:60,-56,2025-04-10 17:45:36,hall_toilet_5_1_1
15506,DGU-GUEST,2a:3f:0b:59:2e:60,-57,2025-04-10 17:45:36,hall_toilet_5_1_1
15507,DGU-WIFI,26:3f:0b:59:2e:60,-57,2025-04-10 17:45:36,hall_toilet_5_1_1
15508,HRILAB,58:86:94:16:4a:a8,-58,2025-04-10 17:45:36,hall_toilet_5_1_1
15509,CBLAB_5G,88:36:6c:42:04:36,-59,2025-04-10 17:45:36,hall_toilet_5_1_1
15510,DIRECT-BTC1860 Series,86:25:19:a4:44:8b,-59,2025-04-10 17:45:36,hall_toilet_5_1_1
15511,,12:3f:0b:e2:65:79,-59,2025-04-10 17:45:36,hall_toilet_5_1_1
15512,PLASS_Wifi_5G,58:11:22:67:a0:84,-62,2025-04-10 17:45:36,hall_toilet_5_1_1
15513,eduroam,36:3f:0b:59:2d:a4,-62,2025-04-10 17:45:36,hall_toilet_5_1_1
15514,DGU-GUEST,2a:3f:1b:59:2e:60,-65,2025-04-10 17:45:36,hall_toilet_5_1_1
15515,DGU-WIFI,26:3f:1b:59:2e:60,-65,2025-04-10 17:45:36,hall_toilet_5_1_1
15516,DGU-IoT,22:3f:1b:59:2e:60,-65,2025-04-10 17:45:36,hall_toilet_5_1_1
15517,eduroam,36:3f:1b:59:2e:60,-65,2025-04-10 17:45:36,hall_toilet_5_1_1
15518,,12:3f:1b:59:2e:60,-65,2025-04-10 17:45:36,hall_toilet_5_1_1
15519,,2e:3f:1b:59:2e:60,-66,2025-04-10 17:45:36,hall_toilet_5_1_1
15520,DIRECT-5A-HP Color LJ 4303,e2:73:e7:80:67:5a,-68,2025-04-10 17:45:36,hall_toilet_5_1_1
15521,CSDC2_5157_5G,58:86:94:ea:f7:4c,-70,2025-04-10 17:45:36,hall_toilet_5_1_1
15522,iptime5130_5G,58:86:94:ae:06:df,-70,2025-04-10 17:45:36,hall_toilet_5_1_1
15523,,2e:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15524,DGU-GUEST,2a:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15525,DGU-WIFI,26:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15526,DGU-IoT,22:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15527,eduroam,36:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15528,,12:3f:1b:59:2d:a4,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15529,kwon,58:86:94:16:3d:88,-72,2025-04-10 17:45:36,hall_toilet_5_1_1
15530,,16:11:32:7c:45:c8,-73,2025-04-10 17:45:36,hall_toilet_5_1_1
15531,CSE-3183,82:de:4b:62:c7:ec,-76,2025-04-10 17:45:36,hall_toilet_5_1_1
15532,SVM5132,70:5d:cc:1d:b2:a8,-79,2025-04-10 17:45:36,hall_toilet_5_1_1
15533,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-82,2025-04-10 17:45:36,hall_toilet_5_1_1
15534,,12:3f:1b:59:2e:7f,-84,2025-04-10 17:45:36,hall_toilet_5_1_1
15535,hri51255G,5a:86:94:4e:cb:00,-86,2025-04-10 17:45:36,hall_toilet_5_1_1
15536,DGU-GUEST,2a:3f:0b:e2:67:10,-38,2025-04-10 17:45:42,hall_toilet_5_1_1
15537,DGU-WIFI,26:3f:0b:e2:67:10,-38,2025-04-10 17:45:42,hall_toilet_5_1_1
15538,DGU-IoT,22:3f:0b:e2:67:10,-38,2025-04-10 17:45:42,hall_toilet_5_1_1
15539,eduroam,36:3f:0b:e2:67:10,-38,2025-04-10 17:45:42,hall_toilet_5_1_1
15540,CBLAB,88:36:6c:42:04:34,-42,2025-04-10 17:45:42,hall_toilet_5_1_1
15541,,2e:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15542,DGU-GUEST,2a:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15543,DGU-WIFI,26:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15544,DGU-IoT,22:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15545,eduroam,36:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15546,,12:3f:1b:e2:67:10,-46,2025-04-10 17:45:42,hall_toilet_5_1_1
15547,DGU-GUEST,2a:3f:0b:e2:65:79,-47,2025-04-10 17:45:42,hall_toilet_5_1_1
15548,DGU-WIFI,26:3f:0b:e2:65:79,-47,2025-04-10 17:45:42,hall_toilet_5_1_1
15549,DGU-IoT,22:3f:0b:e2:65:79,-47,2025-04-10 17:45:42,hall_toilet_5_1_1
15550,eduroam,36:3f:0b:e2:65:79,-47,2025-04-10 17:45:42,hall_toilet_5_1_1
15551,DGU-GUEST,2a:3f:1b:e2:65:79,-51,2025-04-10 17:45:42,hall_toilet_5_1_1
15552,DGU-IoT,22:3f:1b:e2:65:79,-51,2025-04-10 17:45:42,hall_toilet_5_1_1
15553,eduroam,36:3f:1b:e2:65:79,-51,2025-04-10 17:45:42,hall_toilet_5_1_1
15554,DGU-WIFI,26:3f:1b:e2:65:79,-51,2025-04-10 17:45:42,hall_toilet_5_1_1
15555,DGU_5112,70:5d:cc:0e:4f:04,-53,2025-04-10 17:45:42,hall_toilet_5_1_1
15556,DGU-GUEST,2a:3f:0b:59:2e:60,-53,2025-04-10 17:45:42,hall_toilet_5_1_1
15557,DGU-WIFI,26:3f:0b:59:2e:60,-53,2025-04-10 17:45:42,hall_toilet_5_1_1
15558,DGU-IoT,22:3f:0b:59:2e:60,-53,2025-04-10 17:45:42,hall_toilet_5_1_1
15559,eduroam,36:3f:0b:59:2e:60,-53,2025-04-10 17:45:42,hall_toilet_5_1_1
15560,CG5105,88:36:6c:0c:b6:4e,-55,2025-04-10 17:45:42,hall_toilet_5_1_1
15561,CBLAB_5G,88:36:6c:42:04:36,-58,2025-04-10 17:45:42,hall_toilet_5_1_1
15562,DGU-IoT,22:3f:0b:59:2d:a4,-59,2025-04-10 17:45:42,hall_toilet_5_1_1
15563,eduroam,36:3f:0b:59:2d:a4,-59,2025-04-10 17:45:42,hall_toilet_5_1_1
15564,,2c:3f:0b:59:2d:a4,-59,2025-04-10 17:45:42,hall_toilet_5_1_1
15565,DGU-GUEST,2a:3f:0b:59:2d:a4,-60,2025-04-10 17:45:42,hall_toilet_5_1_1
15566,DGU-WIFI,26:3f:0b:59:2d:a4,-60,2025-04-10 17:45:42,hall_toilet_5_1_1
15567,iptime5130,58:86:94:ae:06:de,-61,2025-04-10 17:45:42,hall_toilet_5_1_1
15568,DIRECT-BTC1860 Series,86:25:19:a4:44:8b,-63,2025-04-10 17:45:42,hall_toilet_5_1_1
15569,,12:3f:0b:59:2d:a4,-63,2025-04-10 17:45:42,hall_toilet_5_1_1
15570,PLASS_Wifi_5G,58:11:22:67:a0:84,-65,2025-04-10 17:45:42,hall_toilet_5_1_1
15571,,12:3f:1b:59:2e:60,-66,2025-04-10 17:45:42,hall_toilet_5_1_1
15572,PLASS_Wifi,58:11:22:67:a0:80,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15573,DGU-GUEST,2a:3f:1b:59:2e:60,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15574,DGU-WIFI,26:3f:1b:59:2e:60,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15575,DGU-IoT,22:3f:1b:59:2e:60,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15576,eduroam,36:3f:1b:59:2e:60,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15577,,2e:3f:1b:59:2e:60,-67,2025-04-10 17:45:42,hall_toilet_5_1_1
15578,CSDC2_5157_5G,58:86:94:ea:f7:4c,-69,2025-04-10 17:45:42,hall_toilet_5_1_1
15579,iptime5130_5G,58:86:94:ae:06:df,-69,2025-04-10 17:45:42,hall_toilet_5_1_1
15580,DGU-IoT,22:3f:0b:e2:63:fb,-71,2025-04-10 17:45:42,hall_toilet_5_1_1
15581,DGU-GUEST,2a:3f:0b:e2:63:fb,-72,2025-04-10 17:45:42,hall_toilet_5_1_1
15582,DGU-WIFI,26:3f:0b:e2:63:fb,-72,2025-04-10 17:45:42,hall_toilet_5_1_1
15583,,2e:3f:1b:59:2d:a4,-75,2025-04-10 17:45:42,hall_toilet_5_1_1
15584,DGU-WIFI,26:3f:1b:59:2d:a4,-75,2025-04-10 17:45:42,hall_toilet_5_1_1
15585,DGU-IoT,22:3f:1b:59:2d:a4,-75,2025-04-10 17:45:42,hall_toilet_5_1_1
15586,eduroam,36:3f:1b:59:2d:a4,-75,2025-04-10 17:45:42,hall_toilet_5_1_1
15587,,12:3f:1b:59:2d:a4,-75,2025-04-10 17:45:42,hall_toilet_5_1_1
15588,DGU-GUEST,2a:3f:1b:59:2d:a4,-76,2025-04-10 17:45:42,hall_toilet_5_1_1
15589,,12:3f:0b:59:2d:a3,-76,2025-04-10 17:45:42,hall_toilet_5_1_1
15590,CNWLab_5G,70:5d:cc:39:67:e4,-77,2025-04-10 17:45:42,hall_toilet_5_1_1
15591,,2c:3f:0b:59:2d:a3,-77,2025-04-10 17:45:42,hall_toilet_5_1_1
15592,DGU-GUEST,2a:3f:0b:59:2d:a3,-77,2025-04-10 17:45:42,hall_toilet_5_1_1
15593,DIRECT-gCM288x Series,32:cd:a7:32:0e:12,-78,2025-04-10 17:45:42,hall_toilet_5_1_1
15594,SVM5132,70:5d:cc:1d:b2:a8,-79,2025-04-10 17:45:42,hall_toilet_5_1_1
15595,,12:3f:1b:59:2e:7f,-82,2025-04-10 17:45:42,hall_toilet_5_1_1
15596,CSDC_5157_5G,3c:7c:3f:3e:1f:cc,-83,2025-04-10 17:45:42,hall_toilet_5_1_1
15597,,12:3f:1b:59:2d:a3,-83,2025-04-10 17:45:42,hall_toilet_5_1_1
15598,MME-5159,00:11:32:7c:45:c9,-84,2025-04-10 17:45:42,hall_toilet_5_1_1
15599,kwon5G,5a:86:94:46:3d:88,-87,2025-04-10 17:45:42,hall_toilet_5_1_1
15600,DGU-GUEST,2a:3f:0b:e2:67:10,-36,2025-04-10 17:45:48,hall_toilet_5_1_1
15601,DGU-WIFI,26:3f:0b:e2:67:10,-36,2025-04-10 17:45:48,hall_toilet_5_1_1
15602,DGU-IoT,22:3f:0b:e2:67:10,-36,2025-04-10 17:45:48,hall_toilet_5_1_1
15603,eduroam,36:3f:0b:e2:67:10,-36,2025-04-10 17:45:48,hall_toilet_5_1_1
15604,CBLAB,88:36:6c:42:04:34,-42,2025-04-10 17:45:48,hall_toilet_5_1_1
15605,DGU-GUEST,2a:3f:0b:e2:65:79,-47,2025-04-10 17:45:48,hall_toilet_5_1_1
