SSID,MAC,RSSI,Time,Location
41958,AIR_Lab,80:69:1a:1f:f0:50,-82,2025-04-24 17:20:53,hall_6147_2_7
41959,DGU-dorm,34:fc:b9:c8:e6:a3,-83,2025-04-24 17:20:53,hall_6147_2_7
41960,김민서,c2:d3:f6:ec:18:f3,-85,2025-04-24 17:20:53,hall_6147_2_7
41961,,12:3f:1b:e2:66:62,-88,2025-04-24 17:20:53,hall_6147_2_7
41962,DGU-WIFI,26:3f:0b:e2:65:b0,-37,2025-04-24 17:20:59,hall_6147_2_7
41963,eduroam,36:3f:0b:e2:65:b0,-38,2025-04-24 17:20:59,hall_6147_2_7
41964,DGU-IoT,22:3f:0b:e2:65:b0,-38,2025-04-24 17:20:59,hall_6147_2_7
41965,DGU-GUEST,2a:3f:0b:e2:65:b0,-38,2025-04-24 17:20:59,hall_6147_2_7
41966,,12:3f:0b:e2:65:b0,-41,2025-04-24 17:20:59,hall_6147_2_7
41967,ncsa,90:9f:33:90:6f:a6,-43,2025-04-24 17:20:59,hall_6147_2_7
41968,CILab_2G,8a:36:6c:cd:f1:80,-47,2025-04-24 17:20:59,hall_6147_2_7
41969,6134,58:86:94:a1:6e:5c,-48,2025-04-24 17:20:59,hall_6147_2_7
41970,DGU-GUEST,2a:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41971,DGU-WIFI,26:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41972,DGU-IoT,22:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41973,eduroam,36:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41974,,2e:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41975,,12:3f:1b:e2:65:b0,-52,2025-04-24 17:20:59,hall_6147_2_7
41976,DGU-IoT,22:3f:0b:e2:66:60,-53,2025-04-24 17:20:59,hall_6147_2_7
41977,DGU-GUEST,2a:3f:0b:e2:66:60,-53,2025-04-24 17:20:59,hall_6147_2_7
41978,DGU-WIFI,26:3f:0b:e2:66:60,-53,2025-04-24 17:20:59,hall_6147_2_7
41979,eduroam,36:3f:0b:e2:66:60,-53,2025-04-24 17:20:59,hall_6147_2_7
41980,DGU-IoT,22:3f:0b:e2:66:20,-54,2025-04-24 17:20:59,hall_6147_2_7
41981,eduroam,36:3f:0b:e2:66:20,-54,2025-04-24 17:20:59,hall_6147_2_7
41982,DGU-GUEST,2a:3f:0b:e2:66:20,-54,2025-04-24 17:20:59,hall_6147_2_7
41983,DGU-WIFI,26:3f:0b:e2:66:20,-54,2025-04-24 17:20:59,hall_6147_2_7
41984,,2c:3f:0b:e2:66:20,-54,2025-04-24 17:20:59,hall_6147_2_7
41985,6105,58:86:94:a1:69:8c,-55,2025-04-24 17:20:59,hall_6147_2_7
41986,61345G,58:86:94:a1:6e:5e,-57,2025-04-24 17:20:59,hall_6147_2_7
41987,,12:3f:0b:e2:66:20,-57,2025-04-24 17:20:59,hall_6147_2_7
41988,DGU-GUEST,2a:3f:0b:e2:65:9a,-59,2025-04-24 17:20:59,hall_6147_2_7
41989,eduroam,36:3f:0b:e2:65:9a,-59,2025-04-24 17:20:59,hall_6147_2_7
41990,DGU-WIFI,26:3f:0b:e2:65:9a,-59,2025-04-24 17:20:59,hall_6147_2_7
41991,DGU-IoT,22:3f:0b:e2:65:9a,-59,2025-04-24 17:20:59,hall_6147_2_7
41992,6130,72:5d:cc:c3:6b:0c,-59,2025-04-24 17:20:59,hall_6147_2_7
41993,DGU-WIFI,26:3f:1b:e2:66:20,-61,2025-04-24 17:20:59,hall_6147_2_7
41994,DGU-GUEST,2a:3f:1b:e2:66:20,-62,2025-04-24 17:20:59,hall_6147_2_7
41995,DGU-IoT,22:3f:1b:e2:66:20,-62,2025-04-24 17:20:59,hall_6147_2_7
41996,eduroam,36:3f:1b:e2:66:20,-62,2025-04-24 17:20:59,hall_6147_2_7
41997,CILab_5G,88:36:6c:ad:f1:80,-62,2025-04-24 17:20:59,hall_6147_2_7
41998,6130_5G-1,70:5d:cc:83:6b:0c,-62,2025-04-24 17:20:59,hall_6147_2_7
41999,DGU-IoT,22:3f:1b:e2:65:9a,-63,2025-04-24 17:20:59,hall_6147_2_7
42000,DGU-GUEST,2a:3f:1b:e2:65:9a,-64,2025-04-24 17:20:59,hall_6147_2_7
42001,DGU-WIFI,26:3f:1b:e2:65:9a,-64,2025-04-24 17:20:59,hall_6147_2_7
42002,eduroam,36:3f:1b:e2:65:9a,-64,2025-04-24 17:20:59,hall_6147_2_7
42003,eduroam,36:3f:0b:e2:65:c4,-64,2025-04-24 17:20:59,hall_6147_2_7
42004,DGU-IoT,22:3f:0b:e2:65:c4,-65,2025-04-24 17:20:59,hall_6147_2_7
42005,DGU-WIFI,26:3f:0b:e2:65:c4,-65,2025-04-24 17:20:59,hall_6147_2_7
42006,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-65,2025-04-24 17:20:59,hall_6147_2_7
42007,,2c:3f:0b:e2:65:c4,-65,2025-04-24 17:20:59,hall_6147_2_7
42008,DGU-GUEST,2a:3f:0b:e2:65:b6,-65,2025-04-24 17:20:59,hall_6147_2_7
42009,ktw,58:86:94:7e:ea:78,-69,2025-04-24 17:20:59,hall_6147_2_7
42010,6130_5G-2,70:5d:cc:83:6b:0e,-70,2025-04-24 17:20:59,hall_6147_2_7
42011,DGU-WIFI,26:3f:0b:e2:65:ea,-71,2025-04-24 17:20:59,hall_6147_2_7
42012,DGU-GUEST,2a:3f:1b:e2:65:b6,-72,2025-04-24 17:20:59,hall_6147_2_7
42013,eduroam,36:3f:1b:e2:65:b6,-72,2025-04-24 17:20:59,hall_6147_2_7
42014,,12:3f:1b:e2:65:b6,-72,2025-04-24 17:20:59,hall_6147_2_7
42015,eduroam,36:3f:0b:e2:65:ea,-72,2025-04-24 17:20:59,hall_6147_2_7
42016,DGU-WIFI,26:3f:1b:e2:65:b6,-73,2025-04-24 17:20:59,hall_6147_2_7
42017,DGU-IoT,22:3f:1b:e2:65:b6,-73,2025-04-24 17:20:59,hall_6147_2_7
42018,,2e:3f:1b:e2:65:b6,-73,2025-04-24 17:20:59,hall_6147_2_7
42019,DGU-GUEST,2a:3f:1b:e2:65:c4,-74,2025-04-24 17:20:59,hall_6147_2_7
42020,DGU-WIFI,26:3f:1b:e2:65:c4,-74,2025-04-24 17:20:59,hall_6147_2_7
42021,DGU-IoT,22:3f:1b:e2:65:c4,-74,2025-04-24 17:20:59,hall_6147_2_7
42022,eduroam,36:3f:1b:e2:65:c4,-74,2025-04-24 17:20:59,hall_6147_2_7
42023,DGU-GUEST,2a:3f:1b:e2:66:60,-74,2025-04-24 17:20:59,hall_6147_2_7
42024,DGU-WIFI,26:3f:1b:e2:66:60,-74,2025-04-24 17:20:59,hall_6147_2_7
42025,DGU-IoT,22:3f:1b:e2:66:60,-74,2025-04-24 17:20:59,hall_6147_2_7
42026,eduroam,36:3f:1b:e2:66:60,-74,2025-04-24 17:20:59,hall_6147_2_7
42027,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-74,2025-04-24 17:20:59,hall_6147_2_7
42028,AIR_Lab,80:69:1a:1f:f0:4e,-74,2025-04-24 17:20:59,hall_6147_2_7
42029,6105_5G,58:86:94:a1:69:8e,-76,2025-04-24 17:20:59,hall_6147_2_7
42030,hri5125,58:86:94:7e:cb:00,-76,2025-04-24 17:20:59,hall_6147_2_7
42031,mstwifi,58:86:94:99:68:8e,-77,2025-04-24 17:20:59,hall_6147_2_7
42032,,b2:ee:52:de:60:ed,-77,2025-04-24 17:20:59,hall_6147_2_7
42033,[LG_AirPurifier]156e,1e:39:29:78:15:6e,-79,2025-04-24 17:20:59,hall_6147_2_7
42034,DGU8124,72:5d:cc:4d:72:0c,-79,2025-04-24 17:20:59,hall_6147_2_7
42035,,2e:3f:1b:e2:66:61,-80,2025-04-24 17:20:59,hall_6147_2_7
42036,DGU-GUEST,2a:3f:1b:e2:66:61,-80,2025-04-24 17:20:59,hall_6147_2_7
42037,DGU-WIFI,26:3f:1b:e2:66:61,-80,2025-04-24 17:20:59,hall_6147_2_7
42038,DGU-IoT,22:3f:1b:e2:66:61,-80,2025-04-24 17:20:59,hall_6147_2_7
42039,,12:3f:1b:e2:66:61,-80,2025-04-24 17:20:59,hall_6147_2_7
42040,eduroam,36:3f:1b:e2:66:61,-81,2025-04-24 17:20:59,hall_6147_2_7
42041,gnasang,28:ee:52:de:53:57,-81,2025-04-24 17:20:59,hall_6147_2_7
42042,DGU-WIFI,26:3f:1b:e2:65:ea,-82,2025-04-24 17:20:59,hall_6147_2_7
42043,AIR_Lab,80:69:1a:1f:f0:50,-82,2025-04-24 17:20:59,hall_6147_2_7
42044,8202,34:fc:b9:c8:f0:41,-82,2025-04-24 17:20:59,hall_6147_2_7
42045,DGU-IoT,22:3f:1b:e2:65:ea,-83,2025-04-24 17:20:59,hall_6147_2_7
42046,DGU-GUEST,2a:3f:1b:e2:65:ea,-83,2025-04-24 17:20:59,hall_6147_2_7
42047,7208,34:fc:b9:c8:e6:a2,-83,2025-04-24 17:20:59,hall_6147_2_7
42048,eduroam,36:3f:0b:e2:65:b0,-38,2025-04-24 17:21:05,hall_6147_2_7
42049,DGU-WIFI,26:3f:0b:e2:65:b0,-38,2025-04-24 17:21:05,hall_6147_2_7
42050,DGU-IoT,22:3f:0b:e2:65:b0,-38,2025-04-24 17:21:05,hall_6147_2_7
42051,DGU-GUEST,2a:3f:0b:e2:65:b0,-38,2025-04-24 17:21:05,hall_6147_2_7
42052,CILab_2G,8a:36:6c:cd:f1:80,-45,2025-04-24 17:21:05,hall_6147_2_7
42053,ncsa,90:9f:33:90:6f:a6,-46,2025-04-24 17:21:05,hall_6147_2_7
42054,6134,58:86:94:a1:6e:5c,-47,2025-04-24 17:21:05,hall_6147_2_7
42055,DGU-GUEST,2a:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42056,DGU-WIFI,26:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42057,DGU-IoT,22:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42058,eduroam,36:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42059,,2e:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42060,,12:3f:1b:e2:65:b0,-52,2025-04-24 17:21:05,hall_6147_2_7
42061,DGU-IoT,22:3f:0b:e2:66:60,-53,2025-04-24 17:21:05,hall_6147_2_7
42062,DGU-GUEST,2a:3f:0b:e2:66:60,-53,2025-04-24 17:21:05,hall_6147_2_7
42063,DGU-WIFI,26:3f:0b:e2:66:60,-53,2025-04-24 17:21:05,hall_6147_2_7
42064,eduroam,36:3f:0b:e2:66:60,-53,2025-04-24 17:21:05,hall_6147_2_7
42065,DGU-IoT,22:3f:0b:e2:66:20,-54,2025-04-24 17:21:05,hall_6147_2_7
42066,eduroam,36:3f:0b:e2:66:20,-54,2025-04-24 17:21:05,hall_6147_2_7
42067,DGU-GUEST,2a:3f:0b:e2:66:20,-54,2025-04-24 17:21:05,hall_6147_2_7
42068,DGU-WIFI,26:3f:0b:e2:66:20,-54,2025-04-24 17:21:05,hall_6147_2_7
42069,6105,58:86:94:a1:69:8c,-55,2025-04-24 17:21:05,hall_6147_2_7
42070,61345G,58:86:94:a1:6e:5e,-57,2025-04-24 17:21:05,hall_6147_2_7
42071,6130,72:5d:cc:c3:6b:0c,-58,2025-04-24 17:21:05,hall_6147_2_7
42072,DGU-GUEST,2a:3f:0b:e2:65:9a,-59,2025-04-24 17:21:05,hall_6147_2_7
42073,eduroam,36:3f:0b:e2:65:9a,-60,2025-04-24 17:21:05,hall_6147_2_7
42074,DGU-WIFI,26:3f:0b:e2:65:9a,-60,2025-04-24 17:21:05,hall_6147_2_7
42075,DGU-IoT,22:3f:0b:e2:65:9a,-60,2025-04-24 17:21:05,hall_6147_2_7
42076,6130_5G-1,70:5d:cc:83:6b:0c,-61,2025-04-24 17:21:05,hall_6147_2_7
42077,DGU-GUEST,2a:3f:1b:e2:66:20,-62,2025-04-24 17:21:05,hall_6147_2_7
42078,DGU-WIFI,26:3f:1b:e2:66:20,-62,2025-04-24 17:21:05,hall_6147_2_7
42079,DGU-IoT,22:3f:1b:e2:66:20,-62,2025-04-24 17:21:05,hall_6147_2_7
42080,eduroam,36:3f:1b:e2:66:20,-62,2025-04-24 17:21:05,hall_6147_2_7
42081,CILab_5G,88:36:6c:ad:f1:80,-62,2025-04-24 17:21:05,hall_6147_2_7
42082,DGU-IoT,22:3f:1b:e2:65:9a,-63,2025-04-24 17:21:05,hall_6147_2_7
42083,eduroam,36:3f:1b:e2:65:9a,-63,2025-04-24 17:21:05,hall_6147_2_7
42084,plrwap,78:db:2f:0f:ef:8a,-63,2025-04-24 17:21:05,hall_6147_2_7
42085,,2e:3f:1b:e2:65:9a,-63,2025-04-24 17:21:05,hall_6147_2_7
42086,,12:3f:1b:e2:65:9a,-63,2025-04-24 17:21:05,hall_6147_2_7
42087,DGU-GUEST,2a:3f:1b:e2:65:9a,-64,2025-04-24 17:21:05,hall_6147_2_7
42088,DGU-WIFI,26:3f:1b:e2:65:9a,-64,2025-04-24 17:21:05,hall_6147_2_7
42089,DGU-GUEST,2a:3f:1b:e2:66:1f,-67,2025-04-24 17:21:05,hall_6147_2_7
42090,DGU-WIFI,26:3f:1b:e2:66:1f,-67,2025-04-24 17:21:05,hall_6147_2_7
42091,DGU-IoT,22:3f:1b:e2:66:1f,-67,2025-04-24 17:21:05,hall_6147_2_7
42092,eduroam,36:3f:1b:e2:66:1f,-67,2025-04-24 17:21:05,hall_6147_2_7
42093,DGU-IoT,22:3f:0b:e2:65:c4,-68,2025-04-24 17:21:05,hall_6147_2_7
42094,DGU-WIFI,26:3f:0b:e2:65:c4,-68,2025-04-24 17:21:05,hall_6147_2_7
42095,eduroam,36:3f:0b:e2:65:c4,-68,2025-04-24 17:21:05,hall_6147_2_7
42096,6141,70:5d:cc:a3:b4:aa,-68,2025-04-24 17:21:05,hall_6147_2_7
42097,DGU-GUEST,2a:3f:0b:e2:65:c4,-68,2025-04-24 17:21:05,hall_6147_2_7
42098,DGU-GUEST,2a:3f:0b:e2:66:1f,-69,2025-04-24 17:21:05,hall_6147_2_7
42099,DGU-WIFI,26:3f:0b:e2:66:1f,-69,2025-04-24 17:21:05,hall_6147_2_7
42100,DGU-IoT,22:3f:0b:e2:66:1f,-69,2025-04-24 17:21:05,hall_6147_2_7
42101,6130_5G-2,70:5d:cc:83:6b:0e,-70,2025-04-24 17:21:05,hall_6147_2_7
42102,plrwap,78:db:2f:10:05:e5,-71,2025-04-24 17:21:05,hall_6147_2_7
42103,DGU-GUEST,2a:3f:1b:e2:65:b6,-72,2025-04-24 17:21:05,hall_6147_2_7
42104,DGU-IoT,22:3f:1b:e2:65:b6,-72,2025-04-24 17:21:05,hall_6147_2_7
42105,eduroam,36:3f:1b:e2:65:b6,-72,2025-04-24 17:21:05,hall_6147_2_7
42106,,2e:3f:1b:e2:65:b6,-72,2025-04-24 17:21:05,hall_6147_2_7
42107,,12:3f:1b:e2:65:b6,-72,2025-04-24 17:21:05,hall_6147_2_7
42108,_LinksysSetup87F-guest,86:69:1a:1f:f0:4e,-72,2025-04-24 17:21:05,hall_6147_2_7
42109,DGU-WIFI,26:3f:1b:e2:65:b6,-73,2025-04-24 17:21:05,hall_6147_2_7
42110,DGU-WIFI,26:3f:1b:e2:66:60,-73,2025-04-24 17:21:05,hall_6147_2_7
42111,DGU-IoT,22:3f:1b:e2:66:60,-73,2025-04-24 17:21:05,hall_6147_2_7
42112,eduroam,36:3f:1b:e2:66:60,-73,2025-04-24 17:21:05,hall_6147_2_7
42113,6105_5G,58:86:94:a1:69:8e,-73,2025-04-24 17:21:05,hall_6147_2_7
42114,AIR_Lab,80:69:1a:1f:f0:4e,-73,2025-04-24 17:21:05,hall_6147_2_7
42115,plrwap,78:db:2f:0f:f5:47,-73,2025-04-24 17:21:05,hall_6147_2_7
42116,,2e:3f:1b:e2:66:60,-73,2025-04-24 17:21:05,hall_6147_2_7
42117,DGU-WIFI,26:3f:1b:e2:65:c4,-74,2025-04-24 17:21:05,hall_6147_2_7
42118,DGU-GUEST,2a:3f:1b:e2:66:60,-74,2025-04-24 17:21:05,hall_6147_2_7
42119,plrwap,78:db:2f:0f:eb:aa,-74,2025-04-24 17:21:05,hall_6147_2_7
42120,,12:3f:1b:e2:66:60,-74,2025-04-24 17:21:05,hall_6147_2_7
42121,DGU-GUEST,2a:3f:1b:e2:65:c4,-75,2025-04-24 17:21:05,hall_6147_2_7
42122,DGU-IoT,22:3f:1b:e2:65:c4,-75,2025-04-24 17:21:05,hall_6147_2_7
42123,eduroam,36:3f:1b:e2:65:c4,-75,2025-04-24 17:21:05,hall_6147_2_7
42124,eduroam,36:3f:0b:e2:66:86,-75,2025-04-24 17:21:05,hall_6147_2_7
42125,DGU-IoT,22:3f:0b:e2:66:86,-75,2025-04-24 17:21:05,hall_6147_2_7
42126,DGU-GUEST,2a:3f:1b:e2:66:61,-80,2025-04-24 17:21:05,hall_6147_2_7
42127,DGU-WIFI,26:3f:1b:e2:65:ea,-80,2025-04-24 17:21:05,hall_6147_2_7
42128,DGU-IoT,22:3f:1b:e2:65:ea,-80,2025-04-24 17:21:05,hall_6147_2_7
42129,eduroam,36:3f:1b:e2:65:ea,-80,2025-04-24 17:21:05,hall_6147_2_7
42130,,12:3f:1b:e2:65:ea,-80,2025-04-24 17:21:05,hall_6147_2_7
42131,DGU-GUEST,2a:3f:1b:e2:65:ea,-80,2025-04-24 17:21:05,hall_6147_2_7
42132,DGU-WIFI,26:3f:1b:e2:66:61,-81,2025-04-24 17:21:05,hall_6147_2_7
42133,DGU-IoT,22:3f:1b:e2:66:61,-81,2025-04-24 17:21:05,hall_6147_2_7
42134,eduroam,36:3f:1b:e2:66:61,-81,2025-04-24 17:21:05,hall_6147_2_7
42135,,12:3f:1b:e2:66:61,-81,2025-04-24 17:21:05,hall_6147_2_7
42136,DGU-dorm,34:fc:b9:c8:e6:a3,-81,2025-04-24 17:21:05,hall_6147_2_7
42137,woonglab6112,70:5d:cc:df:eb:c0,-81,2025-04-24 17:21:05,hall_6147_2_7
42138,,2e:3f:1b:e2:66:61,-82,2025-04-24 17:21:05,hall_6147_2_7
42139,7208,34:fc:b9:c8:e6:a2,-83,2025-04-24 17:21:05,hall_6147_2_7
42140,김민서,c2:d3:f6:ec:18:f3,-86,2025-04-24 17:21:05,hall_6147_2_7
42141,RAIN,c4:41:1e:9a:ae:ee,-86,2025-04-24 17:21:05,hall_6147_2_7
42142,,12:3f:1b:e2:66:62,-87,2025-04-24 17:21:05,hall_6147_2_7
42143,eduroam,36:3f:0b:e2:65:b0,-38,2025-04-24 17:21:11,hall_6147_2_7
42144,DGU-WIFI,26:3f:0b:e2:65:b0,-38,2025-04-24 17:21:11,hall_6147_2_7
42145,DGU-IoT,22:3f:0b:e2:65:b0,-38,2025-04-24 17:21:11,hall_6147_2_7
42146,DGU-GUEST,2a:3f:0b:e2:65:b0,-38,2025-04-24 17:21:11,hall_6147_2_7
42147,,2c:3f:0b:e2:65:b0,-38,2025-04-24 17:21:11,hall_6147_2_7
42148,,12:3f:0b:e2:65:b0,-40,2025-04-24 17:21:11,hall_6147_2_7
42149,ncsa,90:9f:33:90:6f:a6,-47,2025-04-24 17:21:11,hall_6147_2_7
42150,CILab_2G,8a:36:6c:cd:f1:80,-47,2025-04-24 17:21:11,hall_6147_2_7
42151,6134,58:86:94:a1:6e:5c,-48,2025-04-24 17:21:11,hall_6147_2_7
42152,DGU-GUEST,2a:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42153,DGU-WIFI,26:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42154,DGU-IoT,22:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42155,eduroam,36:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42156,,2e:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42157,,12:3f:1b:e2:65:b0,-52,2025-04-24 17:21:11,hall_6147_2_7
42158,DGU-GUEST,2a:3f:0b:e2:66:60,-53,2025-04-24 17:21:11,hall_6147_2_7
42159,DGU-WIFI,26:3f:0b:e2:66:60,-53,2025-04-24 17:21:11,hall_6147_2_7
42160,eduroam,36:3f:0b:e2:66:60,-53,2025-04-24 17:21:11,hall_6147_2_7
42161,6105,58:86:94:a1:69:8c,-54,2025-04-24 17:21:11,hall_6147_2_7
42162,DGU-WIFI,26:3f:0b:e2:66:20,-54,2025-04-24 17:21:11,hall_6147_2_7
42163,DGU-IoT,22:3f:0b:e2:66:20,-55,2025-04-24 17:21:11,hall_6147_2_7
42164,eduroam,36:3f:0b:e2:66:20,-55,2025-04-24 17:21:11,hall_6147_2_7
42165,DGU-GUEST,2a:3f:0b:e2:66:20,-55,2025-04-24 17:21:11,hall_6147_2_7
42166,,2c:3f:0b:e2:66:20,-55,2025-04-24 17:21:11,hall_6147_2_7
42167,61345G,58:86:94:a1:6e:5e,-56,2025-04-24 17:21:11,hall_6147_2_7
42168,6130,72:5d:cc:c3:6b:0c,-57,2025-04-24 17:21:11,hall_6147_2_7
42169,,12:3f:0b:e2:66:20,-58,2025-04-24 17:21:11,hall_6147_2_7
42170,DGU-GUEST,2a:3f:0b:e2:65:9a,-59,2025-04-24 17:21:11,hall_6147_2_7
42171,eduroam,36:3f:0b:e2:65:9a,-59,2025-04-24 17:21:11,hall_6147_2_7
42172,DGU-WIFI,26:3f:0b:e2:65:9a,-60,2025-04-24 17:21:11,hall_6147_2_7
42173,plrwap,78:db:2f:0f:ef:8a,-60,2025-04-24 17:21:11,hall_6147_2_7
42174,DGU-IoT,22:3f:0b:e2:65:9a,-60,2025-04-24 17:21:11,hall_6147_2_7
42175,DGU-GUEST,2a:3f:1b:e2:66:20,-61,2025-04-24 17:21:11,hall_6147_2_7
42176,DGU-WIFI,26:3f:1b:e2:66:20,-61,2025-04-24 17:21:11,hall_6147_2_7
42177,DGU-IoT,22:3f:1b:e2:66:20,-61,2025-04-24 17:21:11,hall_6147_2_7
42178,eduroam,36:3f:1b:e2:66:20,-61,2025-04-24 17:21:11,hall_6147_2_7
42179,CILab_5G,88:36:6c:ad:f1:80,-61,2025-04-24 17:21:11,hall_6147_2_7
42180,plrwap,78:db:2f:0f:f0:4f,-61,2025-04-24 17:21:11,hall_6147_2_7
42181,DGU-GUEST,2a:3f:1b:e2:65:9a,-63,2025-04-24 17:21:11,hall_6147_2_7
42182,DGU-WIFI,26:3f:1b:e2:65:9a,-63,2025-04-24 17:21:11,hall_6147_2_7
42183,eduroam,36:3f:1b:e2:65:9a,-63,2025-04-24 17:21:11,hall_6147_2_7
42184,SVM5132_2.4GHz,72:5d:cc:4d:b2:a8,-63,2025-04-24 17:21:11,hall_6147_2_7
42185,DGU-IoT,22:3f:1b:e2:65:9a,-64,2025-04-24 17:21:11,hall_6147_2_7
42186,DGU-GUEST,2a:3f:1b:e2:66:1f,-66,2025-04-24 17:21:11,hall_6147_2_7
42187,DGU-WIFI,26:3f:1b:e2:66:1f,-66,2025-04-24 17:21:11,hall_6147_2_7
42188,DGU-IoT,22:3f:1b:e2:66:1f,-66,2025-04-24 17:21:11,hall_6147_2_7
42189,eduroam,36:3f:1b:e2:66:1f,-66,2025-04-24 17:21:11,hall_6147_2_7
42190,DGU-IoT,22:3f:0b:e2:65:c4,-68,2025-04-24 17:21:11,hall_6147_2_7
42191,DGU-WIFI,26:3f:0b:e2:65:c4,-68,2025-04-24 17:21:11,hall_6147_2_7
42192,eduroam,36:3f:0b:e2:65:c4,-68,2025-04-24 17:21:11,hall_6147_2_7
42193,ktw,58:86:94:7e:ea:78,-68,2025-04-24 17:21:11,hall_6147_2_7
42194,DGU-GUEST,2a:3f:0b:e2:65:c4,-68,2025-04-24 17:21:11,hall_6147_2_7
42195,6141,70:5d:cc:a3:b4:aa,-69,2025-04-24 17:21:11,hall_6147_2_7
42196,7132,58:86:94:84:20:d2,-69,2025-04-24 17:21:11,hall_6147_2_7
42197,6130_5G-2,70:5d:cc:83:6b:0e,-70,2025-04-24 17:21:11,hall_6147_2_7
42198,DGU-WIFI,26:3f:1b:e2:65:ea,-71,2025-04-24 17:21:11,hall_6147_2_7
42199,DGU-GUEST,2a:3f:1b:e2:65:b6,-72,2025-04-24 17:21:11,hall_6147_2_7
42200,DGU-WIFI,26:3f:1b:e2:65:b6,-72,2025-04-24 17:21:11,hall_6147_2_7
42201,eduroam,36:3f:1b:e2:65:b6,-72,2025-04-24 17:21:11,hall_6147_2_7
42202,,12:3f:1b:e2:65:b6,-72,2025-04-24 17:21:11,hall_6147_2_7
42203,plrwap,78:db:2f:0f:f5:47,-72,2025-04-24 17:21:11,hall_6147_2_7
42204,DGU-IoT,22:3f:1b:e2:65:b6,-73,2025-04-24 17:21:11,hall_6147_2_7
42205,DGU-GUEST,2a:3f:1b:e2:66:60,-73,2025-04-24 17:21:11,hall_6147_2_7
42206,DGU-WIFI,26:3f:1b:e2:66:60,-73,2025-04-24 17:21:11,hall_6147_2_7
42207,DGU-IoT,22:3f:1b:e2:66:60,-73,2025-04-24 17:21:11,hall_6147_2_7
42208,eduroam,36:3f:1b:e2:66:60,-73,2025-04-24 17:21:11,hall_6147_2_7
42209,DGU-IoT,22:3f:1b:e2:65:ea,-73,2025-04-24 17:21:11,hall_6147_2_7
42210,eduroam,36:3f:1b:e2:65:ea,-73,2025-04-24 17:21:11,hall_6147_2_7
42211,DGU-WIFI,26:3f:0b:e2:65:ea,-73,2025-04-24 17:21:11,hall_6147_2_7
42212,,2c:3f:0b:e2:65:ea,-73,2025-04-24 17:21:11,hall_6147_2_7
42213,DGU-GUEST,2a:3f:0b:e2:65:ea,-73,2025-04-24 17:21:11,hall_6147_2_7
42214,DGU-GUEST,2a:3f:1b:e2:65:c4,-74,2025-04-24 17:21:11,hall_6147_2_7
42215,eduroam,36:3f:1b:e2:65:c4,-74,2025-04-24 17:21:11,hall_6147_2_7
42216,eduroam,36:3f:0b:e2:65:ea,-74,2025-04-24 17:21:11,hall_6147_2_7
42217,DGU-IoT,22:3f:0b:e2:65:ea,-74,2025-04-24 17:21:11,hall_6147_2_7
42218,DGU-WIFI,ee:55:a8:6e:54:2a,-74,2025-04-24 17:21:11,hall_6147_2_7
42219,DGU-IoT,ea:55:a8:6e:54:2a,-74,2025-04-24 17:21:11,hall_6147_2_7
42220,DGU-WIFI,26:3f:1b:e2:65:c4,-75,2025-04-24 17:21:11,hall_6147_2_7
42221,DGU-IoT,22:3f:1b:e2:65:c4,-75,2025-04-24 17:21:11,hall_6147_2_7
42222,DGU-GUEST,e2:55:a8:6e:54:2a,-75,2025-04-24 17:21:11,hall_6147_2_7
42223,,12:3f:0b:e2:65:ea,-75,2025-04-24 17:21:11,hall_6147_2_7
42224,EDLAB_2G,88:36:6c:b1:2c:38,-75,2025-04-24 17:21:11,hall_6147_2_7
42225,6105_5G,58:86:94:a1:69:8e,-76,2025-04-24 17:21:11,hall_6147_2_7
42226,DGU-dorm,34:fc:b9:c8:e6:a3,-78,2025-04-24 17:21:11,hall_6147_2_7
42227,AIR_Lab,80:69:1a:1f:f0:4f,-78,2025-04-24 17:21:11,hall_6147_2_7
42228,_LinksysSetup87F-guest,86:69:1a:1f:f0:4f,-78,2025-04-24 17:21:11,hall_6147_2_7
42229,DGU-GUEST,2a:3f:1b:e2:65:ea,-79,2025-04-24 17:21:11,hall_6147_2_7
